time elapsed,timestamp,S0.iMC0.MEM_BW_TOTAL,S0.iMC1.MEM_BW_TOTAL,S0.iMC2.MEM_BW_TOTAL,totalmembw
14212,1428.751404,0.000121653,0.000116825,0.000801384,0.010398626
14213,1428.851912,4.35E-06,5.72E-06,0.000133753,0.00143826
14214,1428.952417,2.01E-05,1.85E-05,0.001386642,0.014253259
14215,1429.052989,1.82E-05,1.74E-05,0.001363695,0.013993382
14216,1429.153557,4.10E-05,3.56E-05,0.000772417,0.008490682
14217,1429.254068,3.58E-06,3.04E-06,0.000131845,0.001384616
14218,1429.354608,1.87E-05,1.57E-05,0.001389027,0.014234185
14219,1429.455116,1.95E-05,1.54E-05,0.00137043,0.014053583
14220,1429.555616,2.10E-05,1.56E-05,0.001362443,0.013990998
14221,1429.656142,1.70E-05,2.31E-05,0.001373589,0.014136434
14222,1429.756648,1.88E-05,1.55E-05,0.001379907,0.014141798
14223,1429.857149,1.96E-05,1.59E-05,0.00137645,0.014119744
14224,1429.957652,2.25E-05,1.59E-05,0.001370788,0.01409173
14225,1430.058155,2.11E-05,1.63E-05,0.001372933,0.014103055
14226,1430.158689,2.18E-05,1.61E-05,0.001390815,0.014286637
14227,1430.259197,1.90E-05,1.77E-05,0.001365244,0.014019012
14228,1430.359697,1.88E-05,1.81E-05,0.001388609,0.014255047
14229,1430.460207,1.93E-05,1.75E-05,0.001356781,0.013936162
14230,1430.560722,1.87E-05,1.72E-05,0.001366377,0.014022589
14231,1430.661297,2.97E-05,2.75E-05,0.001399875,0.014570951
14232,1430.761866,6.20E-06,8.05E-06,0.000502408,0.005166531
14233,1430.862408,3.81E-06,3.70E-06,0.000150323,0.001578331
14234,1430.962914,2.01E-05,1.62E-05,0.001375437,0.01411736
14235,1431.063503,1.86E-05,1.63E-05,0.001372397,0.014072657
14236,1431.164065,1.37E-05,1.13E-05,0.000590026,0.006150007
14237,1431.264578,5.19E-06,2.80E-06,0.000138581,0.001465678
14238,1431.36508,2.13E-05,1.55E-05,0.001388907,0.014257431
14239,1431.46559,2.17E-05,1.56E-05,0.001366675,0.014039278
14240,1431.566159,2.04E-05,1.54E-05,0.001360357,0.013962388
14241,1431.666743,7.10E-05,7.40E-05,0.001115978,0.012609363
14242,1431.767302,5.13E-06,8.11E-06,0.000146747,0.001599789
14243,1431.867804,5.90E-06,5.13E-06,0.000169516,0.001805425
14244,1431.968306,2.09E-05,1.62E-05,0.001367986,0.014050007
14245,1432.068806,1.93E-05,1.79E-05,0.001376092,0.014132261
14246,1432.169312,1.85E-05,1.78E-05,0.001384854,0.014211535
14247,1432.269822,2.18E-05,1.94E-05,0.001370907,0.014121532
14248,1432.370358,1.88E-05,1.60E-05,0.001381814,0.01416564
14249,1432.470879,1.96E-05,1.57E-05,0.001369774,0.014051199
14250,1432.571384,1.87E-05,1.60E-05,0.001364231,0.01398921
14251,1432.671961,1.97E-05,1.78E-05,0.001386344,0.014237761
14252,1432.772529,1.97E-05,1.85E-05,0.000220537,0.002587438
14253,1432.873029,3.76E-06,2.50E-06,0.000171959,0.001782179
14254,1432.973535,1.92E-05,1.56E-05,0.001362503,0.013972521
14255,1433.074035,1.99E-05,1.56E-05,0.00137949,0.014150143
14256,1433.174571,2.09E-05,1.55E-05,0.001367927,0.01404345
14257,1433.275134,2.16E-05,1.58E-05,0.00136137,0.013987422
14258,1433.375647,1.28E-05,9.24E-06,0.000770032,0.007920265
14259,1433.47616,1.97E-05,1.74E-05,0.001365542,0.014026761
14260,1433.576658,1.85E-05,1.78E-05,0.001379311,0.014155507
14261,1433.677235,1.82E-05,1.76E-05,0.001361191,0.013970137
14262,1433.777805,7.09E-06,3.87E-06,0.000395,0.004059672
14263,1433.878312,5.07E-06,6.38E-06,0.000154138,0.001655817
14264,1433.978767,0.00034225,0.000347316,0.001883507,0.025730729
14265,1434.079081,3.46E-05,3.04E-05,0.001409411,0.014744401
14266,1434.179381,2.12E-05,1.73E-05,0.001375496,0.01414001
14267,1434.279684,2.36E-05,2.03E-05,0.001383305,0.014272332
14268,1434.37998,2.25E-05,2.00E-05,0.001392543,0.014349818
14269,1434.480288,2.04E-05,1.68E-05,0.001372457,0.014096498
14270,1434.580558,2.26E-05,1.66E-05,0.001391649,0.014309287
14271,1434.680827,2.11E-05,1.65E-05,0.001363397,0.014010072
14272,1434.781123,1.47E-05,2.38E-05,0.00137049,0.014089346
14273,1434.881363,2.06E-05,1.67E-05,0.001383364,0.014207363
14274,1434.981628,5.19E-05,4.67E-05,0.001451135,0.015497208
14275,1435.08189,2.55E-05,1.88E-05,0.001384437,0.014287233
14276,1435.18215,2.13E-05,1.64E-05,0.001368463,0.014061332
14277,1435.282426,2.15E-05,1.86E-05,0.001369953,0.014100671
14278,1435.382689,1.93E-05,1.84E-05,0.001385093,0.014227629
14279,1435.482956,1.93E-05,1.79E-05,0.001360655,0.013978481
14280,1435.583219,2.22E-05,2.04E-05,0.001386464,0.01429081
14281,1435.683481,2.04E-05,1.69E-05,0.001373827,0.0141114
14282,1435.783745,2.01E-05,2.00E-05,0.001363218,0.014032722
14283,1435.884006,1.90E-05,1.82E-05,0.001381099,0.014182329
14284,1435.984265,0.000154495,0.000149012,0.001609564,0.019130707
14285,1436.084535,2.29E-05,1.80E-05,0.001390755,0.01431644
14286,1436.184793,1.96E-05,1.66E-05,0.001376808,0.014130473
14287,1436.285051,1.96E-05,1.62E-05,0.001373887,0.014096498
14288,1436.385307,2.16E-05,1.66E-05,0.00139004,0.014282465
14289,1436.485573,2.17E-05,1.60E-05,0.001374781,0.014125109
14290,1436.58583,2.23E-05,1.60E-05,0.001387954,0.014262795
14291,1436.686084,2.49E-05,2.11E-05,0.001381993,0.014280081
14292,1436.786354,1.94E-05,1.75E-05,0.001360953,0.013978481
14293,1436.886619,6.13E-05,6.42E-05,0.001483142,0.016086698
14294,1436.986874,0.002115786,0.002113283,0.004209518,0.084385872
14295,1437.087126,5.85E-05,5.32E-05,0.001506627,0.016183257
14296,1437.187372,2.24E-05,2.12E-05,0.001374602,0.014181733
14297,1437.287625,2.16E-05,2.12E-05,0.001392961,0.014357567
14298,1437.387873,2.09E-05,1.93E-05,0.001375735,0.014159083
14299,1437.48813,1.99E-05,1.83E-05,0.001375139,0.014133453
14300,1437.588377,2.09E-05,1.64E-05,0.001389623,0.014268756
14301,1437.688624,4.70E-05,4.33E-05,0.001455009,0.015452504
14302,1437.788876,1.97E-05,1.70E-05,0.001380742,0.014173985
14303,1437.889136,2.54E-05,2.99E-05,0.001391292,0.014466047
14304,1437.989979,0.004064441,0.00405246,0.007570803,0.156877041
14305,1438.090713,0.000167489,0.000169873,0.001710713,0.020480752
14306,1438.191432,4.97E-05,4.71E-05,0.001449466,0.015462041
14307,1438.292167,5.02E-05,5.02E-05,0.001505077,0.016055703
14308,1438.392868,5.33E-05,4.83E-05,0.001434743,0.015363097
14309,1438.493567,2.86E-05,2.26E-05,0.001385748,0.014368892
14310,1438.594271,3.68E-05,3.24E-05,0.00142616,0.014953613
14311,1438.694974,2.83E-05,2.99E-05,0.001393616,0.014517307
14312,1438.795669,2.34E-05,2.28E-05,0.001394987,0.014411807
14313,1438.896378,2.81E-05,2.62E-05,0.001392424,0.014467239
14314,1438.997198,0.007898271,0.007893324,0.010812342,0.266039371
14315,1439.0979,0.000270605,0.000268221,0.001888514,0.024273396
14316,1439.198614,6.65E-05,6.66E-05,0.001500428,0.016335249
14317,1439.299322,4.71E-05,4.28E-05,0.001452744,0.015426278
14318,1439.400024,4.36E-05,3.92E-05,0.001432538,0.015153289
14319,1439.500725,3.09E-05,2.64E-05,0.001390457,0.014477372
14320,1439.601427,4.83E-05,4.31E-05,0.001440704,0.015321374
14321,1439.702119,4.34E-05,3.68E-05,0.001420736,0.015009642
14322,1439.802824,3.04E-05,2.26E-05,0.001404107,0.014570951
14323,1439.903516,2.59E-05,3.62E-05,0.001404524,0.014666319
14324,1440.004205,0.00281781,0.002823174,0.004690826,0.103318095
14325,1440.104893,3.61E-05,3.09E-05,0.001418889,0.014858842
14326,1440.205586,3.21E-05,2.60E-05,0.001391113,0.014492273
14327,1440.306287,2.35E-05,2.15E-05,0.001400113,0.014451742
14328,1440.406976,2.46E-05,2.20E-05,0.001385629,0.014321804
14329,1440.507668,2.61E-05,2.55E-05,0.001381636,0.014331937
14330,1440.608356,2.26E-05,2.19E-05,0.001388907,0.014334321
14331,1440.709045,9.23E-05,8.50E-05,0.001577675,0.017549396
14332,1440.809742,2.42E-05,2.15E-05,0.001403153,0.014488101
14333,1440.910462,2.87E-05,3.25E-05,0.001386464,0.01447618
14334,1441.011124,0.008014798,0.008026302,0.010931909,0.269730091
14335,1441.111669,0.000266314,0.000262141,0.001875222,0.024036765
14336,1441.21221,6.70E-05,6.31E-05,0.001503587,0.016336441
14337,1441.312748,5.26E-05,4.65E-05,0.001454294,0.015533566
14338,1441.413283,5.25E-05,4.26E-05,0.001425505,0.015205145
14339,1441.513827,3.45E-05,2.90E-05,0.001414597,0.01478076
14340,1441.614372,3.17E-05,2.72E-05,0.001394987,0.014538169
14341,1441.714907,4.22E-05,4.17E-05,0.001413286,0.014972091
14342,1441.815447,2.87E-05,2.67E-05,0.001404226,0.014595985
14343,1441.915989,4.71E-05,4.47E-05,0.001448214,0.015400052
14344,1442.0166,0.005720317,0.005707741,0.00805968,0.194877386
14345,1442.117197,0.00128448,0.00125879,0.002682924,0.052261949
14346,1442.217798,0.001216888,0.001190364,0.002601922,0.050091743
14347,1442.318406,0.001203597,0.001179218,0.002616107,0.049989223
14348,1442.418995,0.001168787,0.001148045,0.002516508,0.048333406
14349,1442.519593,0.001161635,0.001132846,0.002548575,0.048430562
14350,1442.620196,0.001147926,0.001117229,0.002490819,0.047559738
14351,1442.720797,0.001146376,0.001116693,0.002500415,0.04763484
14352,1442.821392,0.001136839,0.001113892,0.002518833,0.047695637
14353,1442.921991,0.001134455,0.00110817,0.002478123,0.047207475
14354,1443.022599,0.001124203,0.001124442,0.002504706,0.047533512
14355,1443.123196,0.001128256,0.001104057,0.002469361,0.04701674
14356,1443.223797,0.001131713,0.001104355,0.002478838,0.047149062
14357,1443.324396,0.001121759,0.001097381,0.002483189,0.047023296
14358,1443.424996,0.001901269,0.001883328,0.004165888,0.079504848
14359,1443.5256,0.001142085,0.001138866,0.00253135,0.048123002
14360,1443.626194,0.001129746,0.001117706,0.00249213,0.047395825
14361,1443.726795,0.001135528,0.001121104,0.002481341,0.047379732
14362,1443.827396,0.001127899,0.001114607,0.002511442,0.047539473
14363,1443.92799,0.001130879,0.001123488,0.002483547,0.047379136
14364,1444.028583,0.001126707,0.001125932,0.002505839,0.047584772
14365,1444.129176,0.001109064,0.001103759,0.002470732,0.046835542
14366,1444.229773,0.001127839,0.001114607,0.002476275,0.047187209
14367,1444.330373,0.001118064,0.001101971,0.002498627,0.047186613
14368,1444.430999,0.001113594,0.001108825,0.00250119,0.047236085
14369,1444.531593,0.001163125,0.001154602,0.002604902,0.049226284
14370,1444.632191,0.001116097,0.001109481,0.002465248,0.046908259
14371,1444.732785,0.00111711,0.001107931,0.002483785,0.047088265
14372,1444.833377,0.00111711,0.001107216,0.002468944,0.046932697
14373,1444.933973,0.001107156,0.001098335,0.002455115,0.046606064
14374,1445.034586,0.00110656,0.001122594,0.00248307,0.04712224
14375,1445.135185,0.001102388,0.001097262,0.002456784,0.046564341
14376,1445.235782,0.001098633,0.001107514,0.002472043,0.046781898
14377,1445.33638,0.001091838,0.001104891,0.002448976,0.046457052
14378,1445.436977,0.001101971,0.001104593,0.002448082,0.046546459
14379,1445.537575,0.001092017,0.001096547,0.00246954,0.04658103
14380,1445.638172,0.001105547,0.001105249,0.00246048,0.046712756
14381,1445.738775,0.00110513,0.001110435,0.002485216,0.047007799
14382,1445.839367,0.001103282,0.001088619,0.002453685,0.04645586
14383,1445.939958,0.001097143,0.001096904,0.002461791,0.04655838
14384,1446.040551,0.001098752,0.001113832,0.002471626,0.046842098
14385,1446.141151,0.001096427,0.001091421,0.002456009,0.046438575
14386,1446.241749,0.001084864,0.001087368,0.002466381,0.046386123
14387,1446.34235,0.001107156,0.001094818,0.002462983,0.046649575
14388,1446.442947,0.001223087,0.001229882,0.002811909,0.052648783
14389,1446.543541,0.0011006,0.001100421,0.002484202,0.046852231
14390,1446.644141,0.001094222,0.001092315,0.002456844,0.046433806
14391,1446.744737,0.00110507,0.001094759,0.002475798,0.046756268
14392,1446.845337,0.001309514,0.001312792,0.002987981,0.056102872
14393,1446.945936,0.001096308,0.001100063,0.002464712,0.046610832
14394,1447.046552,0.001098752,0.001096964,0.002475679,0.046713948
14395,1447.147147,0.001082718,0.001094043,0.002436101,0.046128631
14396,1447.247745,0.001091897,0.001089633,0.002463937,0.046454668
14397,1447.348344,0.001094162,0.001091838,0.002456129,0.046421289
14398,1447.448947,0.001108646,0.001103044,0.002495706,0.04707396
14399,1447.54954,0.001077771,0.001083076,0.002452552,0.046133995
14400,1447.650133,0.001097977,0.001102865,0.002470791,0.046716332
14401,1447.750736,0.001135945,0.001132071,0.002668917,0.049369335
14402,1447.851336,0.001104712,0.001101017,0.002459764,0.04665494
14403,1447.951926,0.001090944,0.001091063,0.002431929,0.046139359
14404,1448.052515,0.001092017,0.001087666,0.002465904,0.04645586
14405,1448.153108,0.001090407,0.001097143,0.002446711,0.046342611
14406,1448.253707,0.001091242,0.001081049,0.002447784,0.046200752
14407,1448.354316,0.001096725,0.001096189,0.002444625,0.046375394
14408,1448.454907,0.001093745,0.001093626,0.002465129,0.046525002
14409,1448.555499,0.001104414,0.001112998,0.002490819,0.047082305
14410,1448.656095,0.001093447,0.001089931,0.002437413,0.046207905
14411,1448.756689,0.001083434,0.001080751,0.002463818,0.046280026
14412,1448.857282,0.001089871,0.001091659,0.002454579,0.046361089
14413,1448.957876,0.001079738,0.001090944,0.002458692,0.046293736
14414,1449.058486,0.001086831,0.001089036,0.002437651,0.046135187
14415,1449.159082,0.001083136,0.001097023,0.002435029,0.046151876
14416,1449.259684,0.00108397,0.001081407,0.002443492,0.046088696
14417,1449.360279,0.00108707,0.001080871,0.002449989,0.046179295
14418,1449.460877,0.001087666,0.001084268,0.002466559,0.046384931
14419,1449.561473,0.001075387,0.001083314,0.002436161,0.045948625
14420,1449.662061,0.001090884,0.001087606,0.002437949,0.046164393
14421,1449.762669,0.001090944,0.001082361,0.002454817,0.046281219
14422,1449.86326,0.001082063,0.001088738,0.002441943,0.046127439
14423,1449.963848,0.001083195,0.001090288,0.002459943,0.046334267
14424,1450.064439,0.00108552,0.001076698,0.002440393,0.046026111
14425,1450.16503,0.001085341,0.001083136,0.002448678,0.046171546
14426,1450.265622,0.00108707,0.001077831,0.00245142,0.046163201
14427,1450.36622,0.001075089,0.001079202,0.002443075,0.045973659
14428,1450.466809,0.001088262,0.001083553,0.002462804,0.046346188
14429,1450.567397,0.001078784,0.001082361,0.002434731,0.045958757
14430,1450.668013,0.001080871,0.001076102,0.002429724,0.045866966
14431,1450.768611,0.001084208,0.00109297,0.002456725,0.046339035
14432,1450.869207,0.001086593,0.001079738,0.002431929,0.045982599
14433,1450.969802,0.001114905,0.001105905,0.002539814,0.04760623
14434,1451.070406,0.001091421,0.00108546,0.002432883,0.046097636
14435,1451.17101,0.001090407,0.001101553,0.002450168,0.046421289
14436,1451.271608,0.00109148,0.001089871,0.002466261,0.046476126
14437,1451.372207,0.001075268,0.001074493,0.002429366,0.045791268
14438,1451.472795,0.001080275,0.001086116,0.002447605,0.046139956
14439,1451.573392,0.001085341,0.001079798,0.002431095,0.045962334
14440,1451.673982,0.001079798,0.001082182,0.002437651,0.045996308
14441,1451.774591,0.001077533,0.001074314,0.002433658,0.045855045
14442,1451.875187,0.001086652,0.001076519,0.00242734,0.045905113
14443,1451.975779,0.001077116,0.001076043,0.002461433,0.046145916
14444,1452.076382,0.001077652,0.001081169,0.002449155,0.046079755
14445,1452.17698,0.001079977,0.001089811,0.002454698,0.04624486
14446,1452.277579,0.001084208,0.001081645,0.002441943,0.046077967
14447,1452.378174,0.001085162,0.0010885,0.002435565,0.046092272
14448,1452.478773,0.001082063,0.001073122,0.002459228,0.046144128
14449,1452.579374,0.001090169,0.001086235,0.002445042,0.046214461
14450,1452.679965,0.001082242,0.001076221,0.002451837,0.046103001
14451,1452.780561,0.001075923,0.001069963,0.002430975,0.045768619
14452,1452.881161,0.001074016,0.001078784,0.002429485,0.045822859
14453,1452.981765,0.001092613,0.001081288,0.002457023,0.046309233
14454,1453.082375,0.001085877,0.0010795,0.00242722,0.045925975
14455,1453.182975,0.001081944,0.001075327,0.002456546,0.046138167
14456,1453.283572,0.001076937,0.001073599,0.002428532,0.045790672
14457,1453.384165,0.001091123,0.001083434,0.002435803,0.046103597
14458,1453.484755,0.001083016,0.001077771,0.002458274,0.046190619
14459,1453.585355,0.001080573,0.001073599,0.002438843,0.045930147
14460,1453.685949,0.001088679,0.001083612,0.002454877,0.046271682
14461,1453.786564,0.001072347,0.001072466,0.002435267,0.045800805
14462,1453.887162,0.001088083,0.001080096,0.00242275,0.045909286
14463,1453.98776,0.001106322,0.001106024,0.00251025,0.047225952
14464,1454.088345,0.001083195,0.00108248,0.00243479,0.046004653
14465,1454.188943,0.00107497,0.001074016,0.002432466,0.045814514
14466,1454.289537,0.001078248,0.001086116,0.002444446,0.046088099
14467,1454.39014,0.001080692,0.001072168,0.002433181,0.04586041
14468,1454.49074,0.001081944,0.001074791,0.002452552,0.046092868
14469,1454.591334,0.001088262,0.001076341,0.002425909,0.045905113
14470,1454.691925,0.001080215,0.001075149,0.00245136,0.046067238
14471,1454.792515,0.001073062,0.001077056,0.002436757,0.045868754
14472,1454.893111,0.001072168,0.001073718,0.002426624,0.045725107
14473,1454.993714,0.001095355,0.001082599,0.002461255,0.046392083
14474,1455.094324,0.001093149,0.001074314,0.002432525,0.045999885
14475,1455.194917,0.001087606,0.001077116,0.002452254,0.046169758
14476,1455.295515,0.001075208,0.001082003,0.002430379,0.045875907
14477,1455.396105,0.001075566,0.001070082,0.002433956,0.045796037
14478,1455.4967,0.001078725,0.001071751,0.00244391,0.045943856
14479,1455.597297,0.001079559,0.001071572,0.002416372,0.045675039
14480,1455.697947,0.001089215,0.00108403,0.002477884,0.046511292
14481,1455.798556,0.001079261,0.00106895,0.002424598,0.045728087
14482,1455.89915,0.001079738,0.001071155,0.002453148,0.046040416
14483,1455.999736,0.001087606,0.001074433,0.00244087,0.046029091
14484,1456.100334,0.001118839,0.001116872,0.00254178,0.047774911
14485,1456.200934,0.001076341,0.001069605,0.002450228,0.045961738
14486,1456.301528,0.001082003,0.001081586,0.002429605,0.045931935
14487,1456.402117,0.001080453,0.001074493,0.002443612,0.045985579
14488,1456.502714,0.001073658,0.001073122,0.002432227,0.045790076
14489,1456.603312,0.001091421,0.001073301,0.002450526,0.046152472
14490,1456.703908,0.001078963,0.001073539,0.002455473,0.046079755
14491,1456.804499,0.001086056,0.001065493,0.002444208,0.045957565
14492,1456.905167,0.001179695,0.001173198,0.002614737,0.049676299
14493,1457.005499,0.001196384,0.001192153,0.004439235,0.068277717
14494,1457.105858,4.52E-05,3.59E-05,0.000447392,0.005285144
14495,1457.206461,1.56E-05,1.34E-05,0.000222921,0.002518296
14496,1457.307037,7.27E-06,7.87E-06,0.000138044,0.001531839
14497,1457.407607,7.45E-06,6.62E-06,0.000159144,0.001732111
14498,1457.508194,7.75E-06,4.65E-06,0.000140727,0.001531243
14499,1457.608763,6.62E-06,3.46E-06,0.000134051,0.00144124
14500,1457.709337,7.27E-06,7.03E-06,0.000175416,0.001897216
14501,1457.809907,6.56E-06,6.38E-06,0.000140846,0.0015378
14502,1457.910503,6.79E-06,6.68E-06,0.000164866,0.001783371
14503,1458.011077,6.74E-06,6.32E-06,0.000126481,0.001395345
14504,1458.111647,5.78E-06,5.01E-06,0.000137389,0.001481771
14505,1458.212233,6.50E-06,6.32E-06,0.000178576,0.001913905
14506,1458.312805,6.56E-06,7.69E-06,0.000155926,0.001701713
14507,1458.413412,4.35E-06,4.53E-06,0.000168443,0.001773238
14508,1458.513991,4.41E-06,4.71E-06,0.000136375,0.001454949
14509,1458.614595,1.10E-05,9.24E-06,0.000154495,0.001747608
14510,1458.715174,1.41E-05,1.29E-05,0.000185013,0.002120137
14511,1458.815742,4.65E-06,2.80E-06,0.000129342,0.001367927
14512,1458.916319,7.93E-06,2.86E-06,0.000161052,0.001718402
14513,1459.016924,6.65E-05,6.13E-05,0.000259221,0.00387013
14514,1459.117495,6.97E-06,4.11E-06,0.000150859,0.001619458
14515,1459.218066,4.77E-06,4.95E-06,0.000140607,0.001503229
14516,1459.318668,3.93E-06,5.01E-06,0.000138044,0.001469851
14517,1459.419242,7.39E-06,6.14E-06,0.000165582,0.00179112
14518,1459.519816,5.07E-06,4.47E-06,0.000136852,0.00146389
14519,1459.620389,6.50E-06,7.63E-06,0.000182271,0.001963973
14520,1459.720964,4.47E-06,5.66E-06,0.000144303,0.001544356
14521,1459.821574,0.000624895,0.000614464,0.001878679,0.031180382
14522,1459.922175,6.68E-06,6.79E-06,0.000167847,0.001813173
14523,1460.022777,8.11E-06,7.09E-06,0.000159621,0.001748204
14524,1460.123352,7.15E-06,6.14E-06,0.000167966,0.001812577
14525,1460.223924,5.01E-06,2.86E-06,0.000132322,0.001401901
14526,1460.32449,5.54E-06,3.58E-06,0.000123262,0.001323819
14527,1460.425066,5.25E-06,4.83E-06,0.000148475,0.001585484
14528,1460.525645,4.53E-06,3.99E-06,0.00013876,0.001472831
14529,1460.626235,8.52E-06,7.45E-06,0.000167847,0.001838207
14530,1460.726819,6.38E-06,2.74E-06,0.000132203,0.001413226
14531,1460.827387,4.71E-06,3.28E-06,0.00012821,0.001361966
14532,1460.927961,4.41E-06,4.77E-06,0.000167608,0.001767874
14533,1461.028533,0.000102043,9.91E-05,0.000309646,0.005107522
14534,1461.129096,4.11E-06,6.20E-06,0.000167072,0.001773834
14535,1461.229664,4.41E-06,4.29E-06,0.000132442,0.001411438
14536,1461.330237,3.99E-06,4.23E-06,0.000140071,0.001482964
14537,1461.430809,5.30E-06,3.76E-06,0.000157416,0.001664758
14538,1461.531385,3.22E-06,4.23E-06,0.000130296,0.001377463
14539,1461.631956,4.89E-06,6.26E-06,0.00016737,0.001785159
14540,1461.732519,4.53E-06,3.22E-06,0.000135481,0.0014323
14541,1461.833093,3.64E-06,2.09E-06,0.000133812,0.001395345
14542,1461.933658,6.14E-06,3.64E-06,0.000169516,0.001792908
14543,1462.034238,6.14E-06,2.50E-06,0.00012666,0.001353025
14544,1462.134809,1.30E-05,8.23E-06,0.000183165,0.002043843
14545,1462.235378,6.38E-06,5.60E-06,0.000144303,0.001562834
14546,1462.335952,5.96E-06,6.79E-06,0.000172138,0.001848936
14547,1462.436521,2.86E-06,5.01E-06,0.000133336,0.001412034
14548,1462.537088,6.08E-06,2.92E-06,0.000123441,0.001324415
14549,1462.637658,2.50E-05,2.10E-05,0.000218391,0.002644062
14550,1462.738247,1.81E-05,2.21E-05,0.000256479,0.002965927
14551,1462.838819,3.87E-06,6.26E-06,0.000151515,0.001616478
14552,1462.939383,5.01E-06,5.48E-06,0.000141263,0.001517534
14553,1463.039947,3.64E-06,3.87E-06,0.000129938,0.001374483
14554,1463.140509,7.15E-06,6.62E-06,0.000169098,0.001828671
14555,1463.241088,3.99E-06,2.74E-06,0.000133991,0.001407266
14556,1463.341664,4.35E-06,2.62E-06,0.000162542,0.001695156
14557,1463.442287,4.95E-06,4.23E-06,0.000145793,0.001549721
14558,1463.542856,3.04E-06,2.50E-06,0.000129402,0.001349449
14559,1463.643424,4.05E-06,3.76E-06,0.000160754,0.001685619
14560,1463.743996,5.84E-06,3.16E-06,0.000139594,0.001485944
14561,1463.844569,6.50E-06,2.44E-06,0.000160038,0.001689792
14562,1463.945132,5.60E-06,2.74E-06,0.000139475,0.001478195
14563,1464.045732,5.10E-05,5.10E-05,0.000232875,0.003349185
14564,1464.146305,4.95E-06,4.89E-06,0.000167668,0.001775026
14565,1464.246882,3.34E-06,5.66E-06,0.000132918,0.001419187
14566,1464.347448,5.01E-06,4.77E-06,0.000161827,0.001716018
14567,1464.44803,4.53E-06,6.32E-06,0.000133634,0.001444817
14568,1464.54859,4.89E-06,5.66E-06,0.000133157,0.001437068
14569,1464.649153,3.93E-06,4.47E-06,0.000155985,0.001643896
14570,1464.749721,5.30E-06,5.07E-06,0.000142813,0.001531839
14571,1464.850304,4.83E-06,2.92E-06,0.000153422,0.00161171
14572,1464.950872,4.83E-06,3.52E-06,0.00014478,0.001531243
14573,1465.051487,5.90E-06,2.62E-06,0.000145316,0.001538396
14574,1465.152056,6.26E-06,3.34E-06,0.000163734,0.001733303
14575,1465.252624,6.79E-06,2.68E-06,0.000141442,0.00150919
14576,1465.353192,6.68E-06,3.40E-06,0.00015825,0.001683235
14577,1465.453771,5.72E-06,3.87E-06,0.000137091,0.00146687
14578,1465.554336,3.28E-06,4.29E-06,0.000129282,0.001368523
14579,1465.654901,7.33E-06,3.22E-06,0.000162959,0.001735091
14580,1465.755469,6.14E-06,3.58E-06,0.000131786,0.001415014
14581,1465.856028,5.78E-06,4.95E-06,0.000168741,0.001794696
14582,1465.956604,3.40E-06,5.54E-06,0.000133872,0.001428127
14583,1466.057167,4.11E-06,6.20E-06,0.00015676,0.001670718
14584,1466.157735,2.86E-06,4.71E-06,0.000130594,0.001381636
14585,1466.258307,5.07E-06,5.54E-06,0.00015974,0.001703501
14586,1466.358876,4.95E-06,3.28E-06,0.000169873,0.001780987
14587,1466.45946,3.70E-06,2.44E-06,0.000124395,0.001305342
14588,1466.560025,5.19E-06,6.32E-06,0.000158191,0.001696944
14589,1466.660596,3.40E-06,3.87E-06,0.000129402,0.001366735
14590,1466.761172,3.99E-06,3.10E-06,0.000128627,0.001357198
14591,1466.861733,0.000102997,0.000107467,0.00039798,0.006084442
14592,1466.962267,0.000303268,0.000302613,0.000784099,0.013899803
14593,1467.062599,4.17E-05,3.38E-05,0.00143069,0.015062094
14594,1467.162894,2.26E-05,1.74E-05,0.001369834,0.014098883
14595,1467.263182,2.15E-05,1.75E-05,0.001368821,0.014078021
14596,1467.363481,2.12E-05,1.91E-05,0.001393855,0.01434207
14597,1467.463786,1.90E-05,1.79E-05,0.001360595,0.013974905
14598,1467.564091,1.97E-05,2.02E-05,0.001385748,0.014256239
14599,1467.664387,2.01E-05,1.73E-05,0.001363218,0.014007092
14600,1467.764686,2.00E-05,1.85E-05,0.00135833,0.013968349
14601,1467.864949,2.03E-05,1.90E-05,0.001395166,0.014344454
14602,1467.965212,4.92E-05,4.80E-05,0.001458526,0.015557408
14603,1468.065485,2.17E-05,1.72E-05,0.001404822,0.014436841
14604,1468.165755,2.03E-05,1.63E-05,0.001379728,0.014163852
14605,1468.266022,1.94E-05,1.66E-05,0.001373768,0.014097691
14606,1468.366324,2.11E-05,1.72E-05,0.001389146,0.014274716
14607,1468.466599,2.22E-05,1.66E-05,0.001368225,0.014069676
14608,1468.566868,1.86E-05,2.42E-05,0.001386762,0.014295578
14609,1468.667136,3.14E-05,2.90E-05,0.001400411,0.014608502
14610,1468.767404,1.93E-05,1.60E-05,0.001363695,0.013990402
14611,1468.867672,2.32E-05,1.66E-05,0.001384914,0.014247298
14612,1468.967931,7.25E-05,6.57E-05,0.0015499,0.016881824
14613,1469.068191,2.32E-05,1.71E-05,0.00139606,0.014363527
14614,1469.168449,2.24E-05,1.90E-05,0.001374841,0.014162064
14615,1469.268706,1.94E-05,1.81E-05,0.001362801,0.014002919
14616,1469.368963,2.04E-05,1.91E-05,0.001391351,0.014308095
14617,1469.469224,1.89E-05,1.82E-05,0.001364052,0.014011264
14618,1469.56948,2.06E-05,1.82E-05,0.001388192,0.014269948
